what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1323746367726
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1323746381175
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1323746384975
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323746386330
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323746572857
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1323746575759
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323746576008
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1323746594011
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323746596585
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323746653513
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1323746661219
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323746662654
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323746708956
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1323746718276
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323746720076
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323746763810
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1323746781735
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323746784574
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323747315736
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1323747323320
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323747323554
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1323747350190
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323747356134
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1323747378849
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1323747380237
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1323747388939
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1323747390353
