what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323734982833
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323734987279
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1323734991725
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735012255
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735013550
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323735021132
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735026030
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735027028
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.DebugLast",1323735038214
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735038245
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735039243
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.DebugLast",1323735046170
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735046216
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735047184
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1323735247082
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.DebugLast",1323735266816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735266848
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735267955
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323735268876
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323735272042
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.DebugLast",1323735281980
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735282011
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735282728
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323735283664
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323735284647
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1323735286004
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735315410
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735316565
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323735317017
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323735324412
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.DebugLast",1323735326986
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1323735327017
